,comp,region_idx,diff,tstat,pvalue,signif
27461,ecc,57,baseline_2_late_learning,-0.5959764507975851,0.5529165228397148,0
27464,ecc,57,early_learning_2_late_learning,0.2889526460385548,0.7733841914842212,0
27469,ecc,58,baseline_2_early_learning,-0.721708018162597,0.47263198002574425,0
27470,ecc,58,baseline_2_late_learning,-0.6464312929880529,0.5198976576529455,0
27473,ecc,58,early_learning_2_late_learning,0.1615344784136109,0.8720901452545555,0
27478,ecc,59,baseline_2_early_learning,-0.20339672135070117,0.8393546534146841,0
27479,ecc,59,baseline_2_late_learning,-0.36625629710939084,0.715165408277974,0
27482,ecc,59,early_learning_2_late_learning,-0.1275165557496476,0.8988597495408789,0
27487,ecc,60,baseline_2_early_learning,0.08464564760597298,0.9327599898891906,0
27488,ecc,60,baseline_2_late_learning,-1.0803613800817042,0.28331047884454386,0
27491,ecc,60,early_learning_2_late_learning,-1.0591904029409458,0.2927821202248653,0
27496,ecc,61,baseline_2_early_learning,-0.6324968278540329,0.5289120883326869,0
27497,ecc,61,baseline_2_late_learning,-0.5182294720341909,0.6057651267721844,0
27500,ecc,61,early_learning_2_late_learning,0.12529501805888044,0.9006123702278857,0
27505,ecc,62,baseline_2_early_learning,-0.1460991941235512,0.8842200057482876,0
27506,ecc,62,baseline_2_late_learning,-0.06025069943989837,0.952110074162906,0
27509,ecc,62,early_learning_2_late_learning,0.09220067716288005,0.9267749950486615,0
27514,ecc,63,baseline_2_early_learning,-1.0874107108464683,0.28020416342256604,0
27515,ecc,63,baseline_2_late_learning,-1.049179807886694,0.29733537700103796,0
27518,ecc,63,early_learning_2_late_learning,0.15186636298801773,0.8796844622800226,0
27523,ecc,64,baseline_2_early_learning,-0.9053811569425932,0.36805167808220407,0
27524,ecc,64,baseline_2_late_learning,-0.9685279519539495,0.3357744134627446,0
27527,ecc,64,early_learning_2_late_learning,0.05571503730024696,0.9557112892045979,0
27532,ecc,65,baseline_2_early_learning,0.6876663306539066,0.49370276904002974,0
27533,ecc,65,baseline_2_late_learning,1.1161676802881142,0.2677771152843593,0
27536,ecc,65,early_learning_2_late_learning,0.31035379312215,0.7571196859551587,0
27541,ecc,66,baseline_2_early_learning,1.2915360501532573,0.20033201770949338,0
27542,ecc,66,baseline_2_late_learning,-0.19678093526957438,0.8445108089725505,0
27545,ecc,66,early_learning_2_late_learning,-1.4593314756746998,0.14848957663843027,0
27550,ecc,67,baseline_2_early_learning,0.054209670617451904,0.9569067243507509,0
27551,ecc,67,baseline_2_late_learning,0.2475222147880395,0.8051545017928592,0
27554,ecc,67,early_learning_2_late_learning,0.14067628574109511,0.888488342453754,0
27559,ecc,68,baseline_2_early_learning,0.5651556922920248,0.5735898572229345,0
27560,ecc,68,baseline_2_late_learning,0.752285950814945,0.4541433830013938,0
27563,ecc,68,early_learning_2_late_learning,0.10987541649608959,0.91279038303134,0
27568,ecc,69,baseline_2_early_learning,-0.598111108367784,0.5514985825577077,0
27569,ecc,69,baseline_2_late_learning,0.40492981817769197,0.6866374940943603,0
27572,ecc,69,early_learning_2_late_learning,0.9918214533349033,0.3243515167177523,0
27577,ecc,70,baseline_2_early_learning,0.5705329997870586,0.5699562110496015,0
27578,ecc,70,baseline_2_late_learning,0.40738526966565874,0.6848409536769984,0
27581,ecc,70,early_learning_2_late_learning,-0.2040164990507922,0.8388719724770286,0
27586,ecc,71,baseline_2_early_learning,-0.1997359031049318,0.8422069377026342,0
27587,ecc,71,baseline_2_late_learning,-0.8539924364145687,0.3957243671764141,0
27590,ecc,71,early_learning_2_late_learning,-0.4993339729377649,0.6189496628534994,0
27595,ecc,72,baseline_2_early_learning,-0.10339092022658633,0.9179180881143418,0
27596,ecc,72,baseline_2_late_learning,0.05561686653677839,0.9557892450726081,0
27599,ecc,72,early_learning_2_late_learning,0.15024885863814091,0.8809561362930818,0
27604,ecc,73,baseline_2_early_learning,-0.4384345591442515,0.6622832359792281,0
27605,ecc,73,baseline_2_late_learning,-2.401525752650523,0.01870670556313501,1
27608,ecc,73,early_learning_2_late_learning,-1.5020326358991036,0.13712644339538732,0
27613,ecc,74,baseline_2_early_learning,1.4489654664174505,0.15135572707021885,0
27614,ecc,74,baseline_2_late_learning,0.6180156287378242,0.5383654018173294,0
27617,ecc,74,early_learning_2_late_learning,-0.9298430120898793,0.3553212274208436,0
27622,ecc,75,baseline_2_early_learning,0.015033012532109997,0.9880442291550866,0
27623,ecc,75,baseline_2_late_learning,-0.9526983015003305,0.3436859848607656,0
27626,ecc,75,early_learning_2_late_learning,-0.8321984008676204,0.4078376602231939,0
27631,ecc,76,baseline_2_early_learning,0.389102605133108,0.6982604813056158,0
27632,ecc,76,baseline_2_late_learning,-0.6808479060698771,0.4979839744485822,0
27635,ecc,76,early_learning_2_late_learning,-0.9689178855780313,0.33558104672589706,0
27640,ecc,77,baseline_2_early_learning,0.8847626013368396,0.37900397156087673,0
27641,ecc,77,baseline_2_late_learning,-0.9710097872944174,0.3345449279251449,0
27644,ecc,77,early_learning_2_late_learning,-1.812799390251192,0.07371020030454502,0
27649,ecc,78,baseline_2_early_learning,0.08472408366092118,0.9326978333676172,0
27650,ecc,78,baseline_2_late_learning,-1.3709304224110654,0.17432851773408808,0
27653,ecc,78,early_learning_2_late_learning,-1.488715877709398,0.14059437438462688,0
27658,ecc,79,baseline_2_early_learning,-1.7914445738127147,0.07710077368201602,0
27659,ecc,79,baseline_2_late_learning,-1.645751314057811,0.10383896387806468,0
27662,ecc,79,early_learning_2_late_learning,0.08883161630405138,0.9294434196780352,0
27667,ecc,80,baseline_2_early_learning,-1.666594738411104,0.09960600574838563,0
27668,ecc,80,baseline_2_late_learning,-1.018647356006755,0.31151962839029157,0
27671,ecc,80,early_learning_2_late_learning,0.7851678079933923,0.434733618060661,0
27676,ecc,81,baseline_2_early_learning,-2.2629147063971318,0.026422111125082096,1
27677,ecc,81,baseline_2_late_learning,-0.9041441329260652,0.36870305108155543,0
27680,ecc,81,early_learning_2_late_learning,1.4699286927544533,0.14560335450448136,0
27685,ecc,82,baseline_2_early_learning,-0.48219531282001304,0.6310175758630268,0
27686,ecc,82,baseline_2_late_learning,0.10739167101420762,0.914754013864142,0
27689,ecc,82,early_learning_2_late_learning,0.5058862023430556,0.6143633034307387,0
27694,ecc,83,baseline_2_early_learning,0.2609533532760027,0.7948162262453218,0
27695,ecc,83,baseline_2_late_learning,-1.035478786943088,0.3036450368754196,0
27698,ecc,83,early_learning_2_late_learning,-1.246673255346789,0.2162481731300238,0
27703,ecc,84,baseline_2_early_learning,-0.016892244477324417,0.9865657146145023,0
27704,ecc,84,baseline_2_late_learning,-1.2772907259423365,0.20528859880867395,0
27707,ecc,84,early_learning_2_late_learning,-1.2518869148707623,0.21435219549817452,0
27712,ecc,85,baseline_2_early_learning,0.8407548346853393,0.4030552996068435,0
27713,ecc,85,baseline_2_late_learning,0.46981620131955276,0.6397971887617495,0
27716,ecc,85,early_learning_2_late_learning,-0.32792786728008505,0.7438448256640664,0
27721,ecc,86,baseline_2_early_learning,-1.5039575707244928,0.1366307657027986,0
27722,ecc,86,baseline_2_late_learning,-0.6368124838597374,0.5261115767397602,0
27725,ecc,86,early_learning_2_late_learning,0.7414012297109726,0.46067662675304777,0
27730,ecc,87,baseline_2_early_learning,-2.757208850446774,0.007257212698391014,1
27731,ecc,87,baseline_2_late_learning,-0.2925370739600455,0.7706527840604256,0
27734,ecc,87,early_learning_2_late_learning,2.4506910787096534,0.016496657943883785,1
27739,ecc,88,baseline_2_early_learning,0.6975136495338652,0.4875553683622569,0
27740,ecc,88,baseline_2_late_learning,1.1433431392380735,0.2563931797336551,0
27743,ecc,88,early_learning_2_late_learning,0.3805057951248435,0.7046042748051452,0
27748,ecc,89,baseline_2_early_learning,0.6537706856136632,0.5151823632907672,0
27749,ecc,89,baseline_2_late_learning,0.3375402920662141,0.7366163314439163,0
27752,ecc,89,early_learning_2_late_learning,-0.2399460215634195,0.8110015659198238,0
27757,ecc,90,baseline_2_early_learning,-0.5430743223779282,0.5886272383208508,0
27758,ecc,90,baseline_2_late_learning,-0.7997421042375271,0.42628911836534245,0
27761,ecc,90,early_learning_2_late_learning,-0.2604031679446649,0.7952390103207865,0
27766,ecc,91,baseline_2_early_learning,0.2225217754809402,0.8244893739835147,0
27767,ecc,91,baseline_2_late_learning,-0.4056874353041501,0.686082987539186,0
27770,ecc,91,early_learning_2_late_learning,-0.6173732767209665,0.5387867215794706,0
27775,ecc,92,baseline_2_early_learning,-0.5076797672606412,0.6131105278681035,0
27776,ecc,92,baseline_2_late_learning,-0.4759897282913783,0.6354122197976168,0
27779,ecc,92,early_learning_2_late_learning,-0.016395347307472812,0.9869608570973922,0
27784,ecc,93,baseline_2_early_learning,-1.8229936195265097,0.0721359810658772,0
27785,ecc,93,baseline_2_late_learning,-1.3379742965115067,0.184792570134779,0
27788,ecc,93,early_learning_2_late_learning,0.5942957854991012,0.554034180737683,0
27793,ecc,94,baseline_2_early_learning,0.971106811822719,0.3344969227367369,0
27794,ecc,94,baseline_2_late_learning,-0.9074167867510677,0.366981378397905,0
27797,ecc,94,early_learning_2_late_learning,-1.7839077627169513,0.07832793560615171,0
27802,ecc,95,baseline_2_early_learning,0.2696871265654229,0.7881131568769901,0
27803,ecc,95,baseline_2_late_learning,-0.020790931011962478,0.9834655261700673,0
27806,ecc,95,early_learning_2_late_learning,-0.3057082441394964,0.7606412026009587,0
27811,ecc,96,baseline_2_early_learning,-0.3119109422209046,0.7559404480945601,0
27812,ecc,96,baseline_2_late_learning,-1.7605432573990976,0.08223556919660481,0
27815,ecc,96,early_learning_2_late_learning,-1.1888722748953102,0.23809680838520877,0
27820,ecc,97,baseline_2_early_learning,0.09858248185333245,0.9217226879487904,0
27821,ecc,97,baseline_2_late_learning,0.4195378103890786,0.6759764015097647,0
27824,ecc,97,early_learning_2_late_learning,0.3155615302099109,0.7531781123735201,0
27829,ecc,98,baseline_2_early_learning,-0.2498792568826304,0.8033376580874534,0
27830,ecc,98,baseline_2_late_learning,-1.3297036886946698,0.18749153308579525,0
27833,ecc,98,early_learning_2_late_learning,-0.9322186756818599,0.3541001472581202,0
27838,ecc,99,baseline_2_early_learning,-0.8444432745112282,0.40100436467996214,0
27839,ecc,99,baseline_2_late_learning,-2.0536466580008708,0.04336114471416554,1
27842,ecc,99,early_learning_2_late_learning,-0.8169704604864116,0.4164336553460174,0
27847,ecc,100,baseline_2_early_learning,-1.000035839031664,0.32038549945781386,0
27848,ecc,100,baseline_2_late_learning,-0.1559177344517152,0.8765006891422398,0
27851,ecc,100,early_learning_2_late_learning,0.8046065427418697,0.4234924616667599,0
27856,ecc,101,baseline_2_early_learning,-0.973539875360705,0.3332945867121234,0
27857,ecc,101,baseline_2_late_learning,0.07224350693465832,0.9425930496328092,0
27860,ecc,101,early_learning_2_late_learning,1.016414615016476,0.3125744391541961,0
27865,ecc,102,baseline_2_early_learning,1.078513021198811,0.28412888557854654,0
27866,ecc,102,baseline_2_late_learning,0.642252667993137,0.5225923750265495,0
27869,ecc,102,early_learning_2_late_learning,-0.32871787999981394,0.7432498613889341,0
27874,ecc,103,baseline_2_early_learning,-0.800699221508957,0.42573798764962456,0
27875,ecc,103,baseline_2_late_learning,-0.3831792781499678,0.7026291770341768,0
27878,ecc,103,early_learning_2_late_learning,0.4871437754138394,0.6275226909205787,0
27883,ecc,104,baseline_2_early_learning,0.6989231283205759,0.48667892891070763,0
27884,ecc,104,baseline_2_late_learning,-0.5257344372679915,0.6005642458596918,0
27887,ecc,104,early_learning_2_late_learning,-1.3051175608231351,0.19568985757954965,0
27892,ecc,105,baseline_2_early_learning,0.7148364338742695,0.47684421330434357,0
27893,ecc,105,baseline_2_late_learning,0.9140121787910118,0.36352723377676666,0
27896,ecc,105,early_learning_2_late_learning,0.16162428097997397,0.8720196603853152,0
27901,ecc,106,baseline_2_early_learning,-0.6010913235548457,0.5495220348246193,0
27902,ecc,106,baseline_2_late_learning,-1.45485909727102,0.1497209430078136,0
27905,ecc,106,early_learning_2_late_learning,-0.9638122755621467,0.3381186882038798,0
27910,ecc,107,baseline_2_early_learning,0.5588812266080817,0.5778438443095071,0
27911,ecc,107,baseline_2_late_learning,1.4454346432418246,0.15234173113620378,0
27914,ecc,107,early_learning_2_late_learning,0.8469220893533881,0.3996296305972088,0
27919,ecc,108,baseline_2_early_learning,0.7928972717630807,0.43024288144743394,0
27920,ecc,108,baseline_2_late_learning,0.5137656625222609,0.6088682269192859,0
27923,ecc,108,early_learning_2_late_learning,-0.23001453426727578,0.8186826293918934,0
27928,ecc,109,baseline_2_early_learning,-1.0206706064292006,0.3105658555929663,0
27929,ecc,109,baseline_2_late_learning,-0.8906672007248008,0.3758468302301645,0
27932,ecc,109,early_learning_2_late_learning,0.1454548078193403,0.8847270213431011,0
27937,ecc,110,baseline_2_early_learning,-1.4606570964943344,0.1481261161633835,0
27938,ecc,110,baseline_2_late_learning,-1.1984010491885346,0.23438946858742823,0
27941,ecc,110,early_learning_2_late_learning,0.3138276862413057,0.7544896825417238,0
27946,ecc,111,baseline_2_early_learning,-0.571453162270289,0.5693355460695824,0
27947,ecc,111,baseline_2_late_learning,0.02223145627519665,0.9823200997334928,0
27950,ecc,111,early_learning_2_late_learning,0.6358563204353336,0.5267313827006361,0
27955,ecc,112,baseline_2_early_learning,-1.0201793088578792,0.3107972755198217,0
27956,ecc,112,baseline_2_late_learning,-0.37975692750191375,0.7051578830555875,0
27959,ecc,112,early_learning_2_late_learning,0.6855358860989567,0.49503828839542796,0
27964,ecc,113,baseline_2_early_learning,0.06434254917697915,0.9488620892854511,0
27965,ecc,113,baseline_2_late_learning,0.34894210952404475,0.7280729737949819,0
27968,ecc,113,early_learning_2_late_learning,0.273125698247168,0.785478444511686,0
27973,ecc,114,baseline_2_early_learning,-2.2724332478301474,0.02581414149025821,1
27974,ecc,114,baseline_2_late_learning,-1.2022030396206689,0.23292192936381612,0
27977,ecc,114,early_learning_2_late_learning,1.1285687949686494,0.26253901947559516,0
27982,ecc,115,baseline_2_early_learning,-0.04192195589965193,0.9666680406375641,0
27983,ecc,115,baseline_2_late_learning,-0.2794077374321473,0.7806714852709136,0
27986,ecc,115,early_learning_2_late_learning,-0.20954137160524916,0.8345719698289877,0
27991,ecc,116,baseline_2_early_learning,-0.6727442636091483,0.5030982284189638,0
27992,ecc,116,baseline_2_late_learning,-0.35791860058400643,0.7213709933453244,0
27995,ecc,116,early_learning_2_late_learning,0.3651197441224761,0.7160102047342009,0
28000,ecc,117,baseline_2_early_learning,-1.630562894863758,0.10701433978260355,0
28001,ecc,117,baseline_2_late_learning,-1.3394804495160597,0.18430423424478923,0
28004,ecc,117,early_learning_2_late_learning,0.3733112337291739,0.7099294835079206,0
28009,ecc,118,baseline_2_early_learning,0.34091097068463405,0.7340871756831973,0
28010,ecc,118,baseline_2_late_learning,-0.27312017343527645,0.7854826757496363,0
28013,ecc,118,early_learning_2_late_learning,-0.569586970415037,0.5705946663981472,0
28018,ecc,119,baseline_2_early_learning,-0.5265221939236937,0.6000195317766974,0
28019,ecc,119,baseline_2_late_learning,-0.3178453198377948,0.7514516425912146,0
28022,ecc,119,early_learning_2_late_learning,0.2402213008781469,0.8107889236891009,0
28027,ecc,120,baseline_2_early_learning,0.668516227910536,0.5057777529748775,0
28028,ecc,120,baseline_2_late_learning,0.8432883244230804,0.4016458797391812,0
