,comp,region_idx,diff,tstat,pvalue,signif
5324,0,591,early_learning_2_late_learning,0.7124574672282802,0.4783073716941604,0
5329,0,592,baseline_2_early_learning,1.0665138373995888,0.28948147600272184,0
5330,0,592,baseline_2_late_learning,1.1687262963674223,0.24607345916712184,0
5333,0,592,early_learning_2_late_learning,0.034718944670824536,0.9723925506072935,0
5338,0,593,baseline_2_early_learning,-0.8696841937203403,0.38714146217024237,0
5339,0,593,baseline_2_late_learning,-0.6090605477406742,0.5442542100581462,0
5342,0,593,early_learning_2_late_learning,0.2547565256640241,0.7995816341144766,0
5347,0,594,baseline_2_early_learning,1.0127105317514606,0.31432963778728884,0
5348,0,594,baseline_2_late_learning,-1.1973357196965182,0.2348018726112197,0
5351,0,594,early_learning_2_late_learning,-1.9867490456231645,0.05046191624881994,0
5356,0,595,baseline_2_early_learning,1.8456875863667388,0.068732124154307,0
5357,0,595,baseline_2_late_learning,-0.9383564430742085,0.3509578904664653,0
5360,0,595,early_learning_2_late_learning,-2.391540631732777,0.019186553474261427,1
5365,0,596,baseline_2_early_learning,1.8355293545927107,0.07023875309383833,0
5366,0,596,baseline_2_late_learning,0.4265748862847494,0.6708640328059973,0
5369,0,596,early_learning_2_late_learning,-1.1805389336518937,0.2413734784518915,0
5374,0,597,baseline_2_early_learning,2.568000866215622,0.012138981669881487,1
5375,0,597,baseline_2_late_learning,1.1132444129432748,0.26902246348009273,0
5378,0,597,early_learning_2_late_learning,-1.2776148655583794,0.2051748149752038,0
5383,0,598,baseline_2_early_learning,0.6260803661856698,0.533090103132363,0
5384,0,598,baseline_2_late_learning,-1.2407799847684053,0.21840607868958548,0
5387,0,598,early_learning_2_late_learning,-1.68113458824918,0.09673710281594707,0
5392,0,599,baseline_2_early_learning,1.5457959268015011,0.1262017280487378,0
5393,0,599,baseline_2_late_learning,-0.04600935190097113,0.9634203891107473,0
5396,0,599,early_learning_2_late_learning,-1.4447445674273396,0.15253501994834254,0
5401,0,600,baseline_2_early_learning,0.6362702998653095,0.5264629855736704,0
5402,0,600,baseline_2_late_learning,-1.098080535180731,0.27554747172479654,0
5405,0,600,early_learning_2_late_learning,-1.509680121445733,0.13516550821830467,0
5410,0,601,baseline_2_early_learning,1.367215412845029,0.17548503733099538,0
5411,0,601,baseline_2_late_learning,-0.10260091012972532,0.9185430418300281,0
5414,0,601,early_learning_2_late_learning,-1.265808635141184,0.20934940961370838,0
5419,0,602,baseline_2_early_learning,1.4406114765633447,0.15369667434463144,0
5420,0,602,baseline_2_late_learning,0.808378854885747,0.4213312422233795,0
5423,0,602,early_learning_2_late_learning,-0.5025399666311928,0.6167036606203441,0
5428,0,603,baseline_2_early_learning,1.6942709437097783,0.09420339451952882,0
5429,0,603,baseline_2_late_learning,0.8179868062086116,0.415856567510149,0
5432,0,603,early_learning_2_late_learning,-0.9119591403513481,0.36460022397059,0
5437,0,604,baseline_2_early_learning,0.4473984896588061,0.655827368651356,0
5438,0,604,baseline_2_late_learning,-1.530872598020762,0.12984672668369732,0
5441,0,604,early_learning_2_late_learning,-1.7374744483616111,0.08625045874050115,0
5446,0,605,baseline_2_early_learning,1.943863108516511,0.05551839181206079,0
5447,0,605,baseline_2_late_learning,1.1153797908922989,0.2681123677194436,0
5450,0,605,early_learning_2_late_learning,-0.8951519195025558,0.37345998084219867,0
5455,0,606,baseline_2_early_learning,3.581496751261589,0.0005921434459796774,1
5456,0,606,baseline_2_late_learning,1.5645016094464888,0.12174814749669662,0
5459,0,606,early_learning_2_late_learning,-2.075650335000148,0.041221829000449614,1
5464,0,607,baseline_2_early_learning,1.550132291896682,0.125157946411351,0
5465,0,607,baseline_2_late_learning,0.545679613520476,0.5868434142570997,0
5468,0,607,early_learning_2_late_learning,-0.9350421531904842,0.35265241171900963,0
5473,0,608,baseline_2_early_learning,1.3874178729861986,0.1692657298923444,0
5474,0,608,baseline_2_late_learning,0.9394616146803723,0.35039401278702664,0
5477,0,608,early_learning_2_late_learning,-0.49435041490799986,0.6224481682775813,0
5482,0,609,baseline_2_early_learning,0.4792013585619776,0.6331361740675372,0
5483,0,609,baseline_2_late_learning,-0.18439323699005883,0.8541835430198319,0
5486,0,609,early_learning_2_late_learning,-0.5870413378133532,0.5588713504078437,0
5491,0,610,baseline_2_early_learning,2.664390137208695,0.009368548935524124,1
5492,0,610,baseline_2_late_learning,-0.09856478004615235,0.9217366976492696,0
5495,0,610,early_learning_2_late_learning,-2.6976020595298,0.008556108372324121,1
5500,0,611,baseline_2_early_learning,2.2804441248938265,0.02531206010433407,1
5501,0,611,baseline_2_late_learning,0.42209545479014887,0.6741165191881311,0
5504,0,611,early_learning_2_late_learning,-1.746757749497408,0.08461579663659462,0
5509,0,612,baseline_2_early_learning,1.7189304945128359,0.08959365217385042,0
5510,0,612,baseline_2_late_learning,0.7161258916925907,0.47605219101896457,0
5513,0,612,early_learning_2_late_learning,-0.9212600161386657,0.35975538238577776,0
5518,0,613,baseline_2_early_learning,1.3867903239114319,0.16945635073944493,0
5519,0,613,baseline_2_late_learning,0.5143634746627757,0.6084522286241238,0
5522,0,613,early_learning_2_late_learning,-0.8752649363751169,0.3841170748285706,0
5527,0,614,baseline_2_early_learning,0.7293333028688048,0.4679822775658812,0
5528,0,614,baseline_2_late_learning,-0.3734095122023148,0.7098566425021755,0
5531,0,614,early_learning_2_late_learning,-0.898553608948667,0.37165593269336417,0
5536,0,615,baseline_2_early_learning,1.975589610639772,0.05173828729612543,0
5537,0,615,baseline_2_late_learning,-0.20298451582773686,0.8396757119078778,0
5540,0,615,early_learning_2_late_learning,-1.8447720336428113,0.06886679618152244,0
5545,0,616,baseline_2_early_learning,1.0555745021406433,0.29442125481401443,0
5546,0,616,baseline_2_late_learning,0.6586495898397736,0.5120604150980529,0
5549,0,616,early_learning_2_late_learning,-0.4018798072153455,0.6888715604847497,0
5554,0,617,baseline_2_early_learning,0.8973628397702058,0.372286816201,0
5555,0,617,baseline_2_late_learning,-0.18552136121172078,0.8533017167941355,0
5558,0,617,early_learning_2_late_learning,-0.9980988259635998,0.32131779208762745,0
5563,0,618,baseline_2_early_learning,3.0696850107748053,0.0029477374553116783,1
5564,0,618,baseline_2_late_learning,1.2714620727655874,0.20734263606293474,0
5567,0,618,early_learning_2_late_learning,-1.5787527086965063,0.11843993750962983,0
5572,0,619,baseline_2_early_learning,0.21106243139037817,0.8333890092879136,0
5573,0,619,baseline_2_late_learning,0.2746360040523633,0.7843220028890392,0
5576,0,619,early_learning_2_late_learning,0.0255943910994343,0.9796462277477965,0
5581,0,620,baseline_2_early_learning,1.1847493223300143,0.23971393086669188,0
5582,0,620,baseline_2_late_learning,1.2075084441207307,0.23088520432297768,0
5585,0,620,early_learning_2_late_learning,-0.0813539404373976,0.9353688698371485,0
5590,0,621,baseline_2_early_learning,0.4959416415800529,0.6213301619216736,0
5591,0,621,baseline_2_late_learning,-2.040783109447613,0.04465557230128314,1
5594,0,621,early_learning_2_late_learning,-2.448440140795118,0.01659249669854098,1
5599,0,622,baseline_2_early_learning,-1.7084961112611383,0.0915211081230474,0
5600,0,622,baseline_2_late_learning,-1.3820387649665364,0.1709049865104413,0
5603,0,622,early_learning_2_late_learning,0.44140313799937897,0.6601423855111861,0
5608,0,623,baseline_2_early_learning,1.3862544413164242,0.1696192573332618,0
5609,0,623,baseline_2_late_learning,1.6460097614058153,0.10378559896966413,0
5612,0,623,early_learning_2_late_learning,0.023310651153162446,0.9814620075504747,0
5617,0,624,baseline_2_early_learning,0.2139497739323234,0.8311445210671926,0
5618,0,624,baseline_2_late_learning,1.2043175776305313,0.2321086144288145,0
5621,0,624,early_learning_2_late_learning,0.8272794337793771,0.410602506300242,0
5626,0,625,baseline_2_early_learning,1.5457283067804322,0.12621805903068373,0
5627,0,625,baseline_2_late_learning,0.25323591582852834,0.8007521655798558,0
5630,0,625,early_learning_2_late_learning,-1.3767141342364664,0.17253955024871576,0
5635,0,626,baseline_2_early_learning,-0.2577570945838019,0.7972732115190622,0
5636,0,626,baseline_2_late_learning,-1.7000464371625197,0.09310672371658851,0
5639,0,626,early_learning_2_late_learning,-1.3020900399177358,0.19671764037472902,0
5644,0,627,baseline_2_early_learning,-0.3935603557853238,0.6949794053570271,0
5645,0,627,baseline_2_late_learning,-0.9919240076220497,0.3243018020780817,0
5648,0,627,early_learning_2_late_learning,-0.537104076961802,0.5927246197703626,0
5653,0,628,baseline_2_early_learning,-1.4178846666973892,0.16020717225829434,0
5654,0,628,baseline_2_late_learning,-0.48219131246034996,0.6310204045634148,0
5657,0,628,early_learning_2_late_learning,0.7846446236946921,0.43503857633168497,0
5662,0,629,baseline_2_early_learning,-0.5176349936333525,0.6061779727422553,0
5663,0,629,baseline_2_late_learning,0.19262473548235912,0.8477535245177636,0
5666,0,629,early_learning_2_late_learning,0.714088224118473,0.4773041223631498,0
5671,0,630,baseline_2_early_learning,0.1494370683994146,0.8815944799658092,0
5672,0,630,baseline_2_late_learning,-0.4931168755475391,0.6233154725010805,0
5675,0,630,early_learning_2_late_learning,-0.4980005569267293,0.6198848761846046,0
5680,0,631,baseline_2_early_learning,-1.6015826125712478,0.1132904341248437,0
5681,0,631,baseline_2_late_learning,-1.3696418728010757,0.1747289971879118,0
5684,0,631,early_learning_2_late_learning,0.238041156153012,0.8124733867517949,0
5689,0,632,baseline_2_early_learning,-1.8170809553475085,0.07304557619538074,0
5690,0,632,baseline_2_late_learning,-0.45587887808353483,0.649743772433163,0
5693,0,632,early_learning_2_late_learning,1.26300811910333,0.2103487902429812,0
5698,0,633,baseline_2_early_learning,-0.9481367137495236,0.3459881859939522,0
5699,0,633,baseline_2_late_learning,-1.9379045246032045,0.056253904000952,0
5702,0,633,early_learning_2_late_learning,-0.9112433732064669,0.3649747828647234,0
5707,0,634,baseline_2_early_learning,0.1922251257037051,0.848065444140595,0
5708,0,634,baseline_2_late_learning,-0.04698355384538524,0.9626464235473243,0
5711,0,634,early_learning_2_late_learning,-0.2263134454357228,0.8215496569410763,0
5716,0,635,baseline_2_early_learning,-0.40595273736057247,0.685888851360722,0
5717,0,635,baseline_2_late_learning,-0.33924295246879776,0.7353383913024714,0
5720,0,635,early_learning_2_late_learning,0.08112089845398789,0.9355535970673912,0
5725,0,636,baseline_2_early_learning,-0.157924899484246,0.8749241079405752,0
5726,0,636,baseline_2_late_learning,-0.9850531053702449,0.32764375174057403,0
5729,0,636,early_learning_2_late_learning,-0.6893567784860192,0.492644472336877,0
5734,0,637,baseline_2_early_learning,-1.9221277542276836,0.05824138492766711,0
5735,0,637,baseline_2_late_learning,-1.132742327300317,0.2607924933605484,0
5738,0,637,early_learning_2_late_learning,0.8628518555561925,0.3908642246217059,0
5743,0,638,baseline_2_early_learning,-0.9432765974398004,0.34845204589382583,0
5744,0,638,baseline_2_late_learning,-0.9902135725895879,0.3251316209407311,0
5747,0,638,early_learning_2_late_learning,-0.008906795664742506,0.9929162405759435,0
5752,0,639,baseline_2_early_learning,0.04088167037796945,0.9674946944678331,0
5753,0,639,baseline_2_late_learning,-0.4079895761412784,0.6843990885625589,0
5756,0,639,early_learning_2_late_learning,-0.4280118694784715,0.6698219751272942,0
5761,0,640,baseline_2_early_learning,-0.8157354705319351,0.41713553868625364,0
5762,0,640,baseline_2_late_learning,-0.1721439731887164,0.8637702077051519,0
5765,0,640,early_learning_2_late_learning,0.6953869821150104,0.48887941075962693,0
5770,0,641,baseline_2_early_learning,0.037542279050115784,0.9701485488105218,0
5771,0,641,baseline_2_late_learning,0.1716106924274779,0.8641880458692219,0
5774,0,641,early_learning_2_late_learning,0.1111839003163229,0.9117561228377877,0
5779,0,642,baseline_2_early_learning,-1.001149089760052,0.3198505035739627,0
5780,0,642,baseline_2_late_learning,-0.9513947983097898,0.3443428338867731,0
5783,0,642,early_learning_2_late_learning,0.19078891145348184,0.84918669621243,0
5788,0,643,baseline_2_early_learning,-0.9420213513820471,0.3490902414500837,0
5789,0,643,baseline_2_late_learning,-1.351892570120722,0.18031690599715958,0
5792,0,643,early_learning_2_late_learning,-0.2288659733062106,0.819572093163154,0
5797,0,644,baseline_2_early_learning,-0.6629095941000869,0.5093427415977871,0
5798,0,644,baseline_2_late_learning,0.6595174751097415,0.5115061221739341,0
5801,0,644,early_learning_2_late_learning,1.2580397549119078,0.21213043186920774,0
5806,0,645,baseline_2_early_learning,-1.1599722421466812,0.24959843944521465,0
5807,0,645,baseline_2_late_learning,-0.17553212025521564,0.8611164258534421,0
5810,0,645,early_learning_2_late_learning,0.9631254001009498,0.338461042198857,0
5815,0,646,baseline_2_early_learning,-0.7279540300495027,0.4688214045389414,0
5816,0,646,baseline_2_late_learning,-0.511141198398466,0.6106960320215252,0
5819,0,646,early_learning_2_late_learning,0.19076082923060583,0.8492086231041642,0
5824,0,647,baseline_2_early_learning,-1.3786325065998308,0.17194927711805144,0
5825,0,647,baseline_2_late_learning,-0.5316024544437618,0.596512144619248,0
5828,0,647,early_learning_2_late_learning,0.9632858459116814,0.33838105214239966,0
5833,0,648,baseline_2_early_learning,-0.19550640723741894,0.8455049278307147,0
5834,0,648,baseline_2_late_learning,-0.5466711820165882,0.586165165760504,0
5837,0,648,early_learning_2_late_learning,-0.2723444326310204,0.7860768494574606,0
5842,0,649,baseline_2_early_learning,-1.844918592007646,0.06884522352594905,0
5843,0,649,baseline_2_late_learning,-1.5746661828320119,0.11938114057133119,0
5846,0,649,early_learning_2_late_learning,0.24094910092989966,0.8102267959266231,0
5851,0,650,baseline_2_early_learning,-1.1523441581233442,0.2526992282237981,0
5852,0,650,baseline_2_late_learning,-0.3527916500781472,0.7251962183474165,0
5855,0,650,early_learning_2_late_learning,0.885394530551174,0.3786652913860187,0
5860,0,651,baseline_2_early_learning,0.4037388523010185,0.6875095198870613,0
5861,0,651,baseline_2_late_learning,-1.1202031255833478,0.2660646097278684,0
5864,0,651,early_learning_2_late_learning,-1.3319726149044964,0.1867481743495042,0
5869,0,652,baseline_2_early_learning,-0.3189090190308466,0.7506479530711961,0
5870,0,652,baseline_2_late_learning,-0.5229921937649996,0.6024622134388246,0
5873,0,652,early_learning_2_late_learning,-0.15959795027427587,0.8736103519970686,0
5878,0,653,baseline_2_early_learning,-1.6335539186779355,0.10638289302755335,0
5879,0,653,baseline_2_late_learning,-1.390633234898139,0.16829162021969332,0
5882,0,653,early_learning_2_late_learning,0.19177002679141364,0.848420705931544,0
5887,0,654,baseline_2_early_learning,-0.8988615492772603,0.3714928923458417,0
5888,0,654,baseline_2_late_learning,-0.060635967668885994,0.9518042246121339,0
5891,0,654,early_learning_2_late_learning,0.8009326409475226,0.4256036435517123,0
5896,0,655,baseline_2_early_learning,-0.5131440475418058,0.6093009256413118,0
5897,0,655,baseline_2_late_learning,-0.11021150100651413,0.9125247185089302,0
5900,0,655,early_learning_2_late_learning,0.34938955930870247,0.7277383937291158,0
5905,0,656,baseline_2_early_learning,-0.47610016751933426,0.6353338942903637,0
5906,0,656,baseline_2_late_learning,-0.9572979253924899,0.34137470740177167,0
5909,0,656,early_learning_2_late_learning,-0.3729557667723325,0.7101929673261529,0
5914,0,657,baseline_2_early_learning,-1.7752934471790176,0.0797503400201115,0
5915,0,657,baseline_2_late_learning,-1.7921436558691892,0.07698776122849896,0
5918,0,657,early_learning_2_late_learning,0.15860696521946138,0.874388476107869,0
5923,0,658,baseline_2_early_learning,-1.7695770439026521,0.08070600048637687,0
5924,0,658,baseline_2_late_learning,-1.1307656173694742,0.26161867673549644,0
5927,0,658,early_learning_2_late_learning,0.635316248024748,0.5270816372748403,0
5932,0,659,baseline_2_early_learning,-2.8713704562847306,0.005259942645914651,1
5933,0,659,baseline_2_late_learning,-2.009251044436635,0.047969860916520675,1
5936,0,659,early_learning_2_late_learning,0.8195221598808703,0.4149856968448664,0
5941,0,660,baseline_2_early_learning,-0.5236185196618212,0.6020284767592503,0
5942,0,660,baseline_2_late_learning,-0.7405651856444491,0.4611806444170625,0
5945,0,660,early_learning_2_late_learning,-0.23657026271122922,0.8136103556081828,0
5950,0,661,baseline_2_early_learning,-0.9388708991094346,0.35069533319435364,0
5951,0,661,baseline_2_late_learning,-2.198228920625129,0.03089781940304646,1
5954,0,661,early_learning_2_late_learning,-0.9946109364561592,0.32300107763815067,0
5959,0,662,baseline_2_early_learning,0.43764622806371367,0.6628522308240192,0
5960,0,662,baseline_2_late_learning,-0.5509258876993915,0.5832590952648173,0
5963,0,662,early_learning_2_late_learning,-0.8977139834816343,0.37210070583158783,0
5968,0,663,baseline_2_early_learning,0.211627667390939,0.832949511043724,0
5969,0,663,baseline_2_late_learning,0.3375122944249511,0.7366373514295549,0
5972,0,663,early_learning_2_late_learning,0.11881189624863638,0.9057298430071268,0
5977,0,664,baseline_2_early_learning,-0.9788857528966173,0.3306628366741271,0
5978,0,664,baseline_2_late_learning,-1.1820403130089416,0.24078075834321153,0
5981,0,664,early_learning_2_late_learning,-0.183267556285855,0.8550636443338917,0
5986,0,665,baseline_2_early_learning,-1.4678808553524505,0.1461576575221526,0
5987,0,665,baseline_2_late_learning,-2.259000114745984,0.02667578150750678,1
5990,0,665,early_learning_2_late_learning,-0.6836349524114183,0.49623159254144256,0
5995,0,666,baseline_2_early_learning,-0.23158367763915996,0.8174678445374165,0
5996,0,666,baseline_2_late_learning,-0.2554457804363267,0.7990512121521067,0
5999,0,666,early_learning_2_late_learning,-0.009350460096292751,0.992563395214836,0
6004,0,667,baseline_2_early_learning,-0.18094242535371086,0.8568821036552019,0
6005,0,667,baseline_2_late_learning,-0.4776150787709687,0.6342599118196726,0
6008,0,667,early_learning_2_late_learning,-0.2522412395890419,0.801518092102697,0
6013,0,668,baseline_2_early_learning,-0.05236057187096924,0.9583752574234612,0
6014,0,668,baseline_2_late_learning,-1.4133288620854951,0.1615374751599682,0
6017,0,668,early_learning_2_late_learning,-1.176240940250299,0.24307604283377499,0
6022,0,669,baseline_2_early_learning,-1.728320192746965,0.08788777097016703,0
6023,0,669,baseline_2_late_learning,-1.5466073552147033,0.126005889931382,0
6026,0,669,early_learning_2_late_learning,0.1464978453569283,0.8839063634399325,0
6031,0,670,baseline_2_early_learning,-0.3652743013635637,0.7158953019471901,0
6032,0,670,baseline_2_late_learning,-1.2497796294507324,0.2151170457500677,0
6035,0,670,early_learning_2_late_learning,-0.7583559430520165,0.4505232897800685,0
6040,0,671,baseline_2_early_learning,-0.5481254816300405,0.5851710728232354,0
6041,0,671,baseline_2_late_learning,-0.6570743875419928,0.5130672660505329,0
6044,0,671,early_learning_2_late_learning,-0.06694769671720714,0.9467946507297573,0
6049,0,672,baseline_2_early_learning,-1.4662249866663015,0.1466070659828717,0
6050,0,672,baseline_2_late_learning,-1.827624451105226,0.07143020077715025,0
6053,0,672,early_learning_2_late_learning,-0.2935868871466161,0.7698533518068428,0
6058,0,673,baseline_2_early_learning,-0.32869748631565576,0.7432652180562453,0
6059,0,673,baseline_2_late_learning,-2.357870300658768,0.02088645414542916,1
6062,0,673,early_learning_2_late_learning,-1.4182113204522375,0.1601121140772741,0
6067,0,674,baseline_2_early_learning,-0.47025134053458106,0.6394876926078263,0
6068,0,674,baseline_2_late_learning,-0.23763444406984802,0.8127877262127998,0
6071,0,674,early_learning_2_late_learning,0.23073440907977677,0.8181252681132695,0
6076,0,675,baseline_2_early_learning,-0.10970103909136496,0.9129282269508522,0
6077,0,675,baseline_2_late_learning,-0.29088591654820184,0.7719106419829036,0
6080,0,675,early_learning_2_late_learning,-0.17991346664318025,0.8576870887885927,0
6085,0,676,baseline_2_early_learning,-0.1321003633113301,0.8952450796925122,0
6086,0,676,baseline_2_late_learning,-0.5210693709544618,0.6037946821145169,0
6089,0,676,early_learning_2_late_learning,-0.3193593411532235,0.7503077903071179,0
6094,0,677,baseline_2_early_learning,-0.8794844625060994,0.3818401867672063,0
6095,0,677,baseline_2_late_learning,-1.3214782757290071,0.19020506183750888,0
6098,0,677,early_learning_2_late_learning,-0.4103969733015977,0.6826399090095004,0
6103,0,678,baseline_2_early_learning,0.809754418296624,0.4205448033535668,0
6104,0,678,baseline_2_late_learning,-0.11591227142693879,0.9080199762637047,0
6107,0,678,early_learning_2_late_learning,-0.8073760885785146,0.4219050989356776,0
6112,0,679,baseline_2_early_learning,-0.12170433446799878,0.9034461815738735,0
6113,0,679,baseline_2_late_learning,-0.7237115171171857,0.47140779238280817,0
6116,0,679,early_learning_2_late_learning,-0.5844612549945266,0.5605967424175778,0
6121,0,680,baseline_2_early_learning,-0.4442552158627793,0.6580882195988553,0
6122,0,680,baseline_2_late_learning,-0.72013127357626,0.47359666346547014,0
6125,0,680,early_learning_2_late_learning,-0.23927925369892464,0.8115166762407233,0
6130,0,681,baseline_2_early_learning,-0.4542053211466696,0.6509424689488041,0
6131,0,681,baseline_2_late_learning,-0.47334217684299756,0.6372911544110049,0
6134,0,681,early_learning_2_late_learning,-0.0639311814030858,0.9491885821710381,0
6139,0,682,baseline_2_early_learning,-0.7412241441330422,0.46078335837923434,0
6140,0,682,baseline_2_late_learning,-1.0118618477818149,0.31473271947394327,0
6143,0,682,early_learning_2_late_learning,-0.312881826478498,0.7552054849255495,0
6148,0,683,baseline_2_early_learning,1.0951631973523874,0.2768153229971144,0
6149,0,683,baseline_2_late_learning,-0.5886763338541359,0.5577793336707202,0
6152,0,683,early_learning_2_late_learning,-1.6754653060255615,0.09784761176727796,0
6157,0,684,baseline_2_early_learning,0.38618299140253687,0.7004125533385512,0
6158,0,684,baseline_2_late_learning,-0.03504507861792995,0.972133325815346,0
6161,0,684,early_learning_2_late_learning,-0.40774523491754355,0.6845777360868723,0
6166,0,685,baseline_2_early_learning,0.7773649469205781,0.4392948603627811,0
6167,0,685,baseline_2_late_learning,-0.6348267405273673,0.5273992034901903,0
6170,0,685,early_learning_2_late_learning,-1.3112858025639689,0.1936082859050942,0
6175,0,686,baseline_2_early_learning,1.9835653684202221,0.05082328142652087,0
6176,0,686,baseline_2_late_learning,0.8789675050403765,0.38211868642907165,0
6179,0,686,early_learning_2_late_learning,-1.023083513686787,0.3094309672345681,0
6184,0,687,baseline_2_early_learning,0.7527454541352259,0.453868755457443,0
6185,0,687,baseline_2_late_learning,0.929608632779842,0.35544184392014844,0
6188,0,687,early_learning_2_late_learning,0.07475491083339776,0.9406011083941102,0
6193,0,688,baseline_2_early_learning,1.3518092815947655,0.1803434425825844,0
6194,0,688,baseline_2_late_learning,0.4069099525082907,0.6851885798707287,0
6197,0,688,early_learning_2_late_learning,-0.8474022192555893,0.3993636881953938,0
6202,0,689,baseline_2_early_learning,1.0082842914236116,0.3164356823344359,0
6203,0,689,baseline_2_late_learning,1.3823161238471773,0.17082016746655995,0
6206,0,689,early_learning_2_late_learning,0.16825074457114758,0.8668215306374644,0
6211,0,690,baseline_2_early_learning,2.891395814124709,0.004966844512995666,1
6212,0,690,baseline_2_late_learning,1.2833424094026729,0.20317195778971317,0
6215,0,690,early_learning_2_late_learning,-1.4709792931538315,0.14531961830188286,0
6220,0,691,baseline_2_early_learning,1.4031427201801017,0.16454258483289702,0
6221,0,691,baseline_2_late_learning,0.9292487073116572,0.35562712035975896,0
6224,0,691,early_learning_2_late_learning,-0.577031266910971,0.5655800780374525,0
6229,0,692,baseline_2_early_learning,2.2464949684059023,0.027500549984048252,1
6230,0,692,baseline_2_late_learning,1.6059529617919261,0.1123254664092443,0
6233,0,692,early_learning_2_late_learning,-0.7868786829011722,0.43373724711923833,0
6238,0,693,baseline_2_early_learning,1.4531288846606258,0.15019944190039192,0
6239,0,693,baseline_2_late_learning,0.8592586692607989,0.39283092125104135,0
6242,0,693,early_learning_2_late_learning,-0.7086725289949025,0.48064040441364186,0
6247,0,694,baseline_2_early_learning,1.116182153667734,0.2677709595084621,0
6248,0,694,baseline_2_late_learning,0.8376140098869967,0.4048067770675662,0
6251,0,694,early_learning_2_late_learning,-0.42492212853698313,0.6720633620420026,0
6256,0,695,baseline_2_early_learning,2.0083691492461955,0.04806550712215658,1
6257,0,695,baseline_2_late_learning,1.9036316676943232,0.0606468409352078,0
6260,0,695,early_learning_2_late_learning,-0.3919067881935693,0.6961958193997206,0
6265,0,696,baseline_2_early_learning,0.4785463387312426,0.6336000928036769,0
6266,0,696,baseline_2_late_learning,-0.46614424571669644,0.6424114363656219,0
6269,0,696,early_learning_2_late_learning,-0.8613093412845688,0.39170775740413744,0
6274,0,697,baseline_2_early_learning,0.444837029844799,0.6576694991512438,0
6275,0,697,baseline_2_late_learning,0.9301654116891442,0.35515535685546384,0
6278,0,697,early_learning_2_late_learning,0.31020391128132313,0.7572332227885193,0
6283,0,698,baseline_2_early_learning,0.9422036368177739,0.34899751646756105,0
6284,0,698,baseline_2_late_learning,0.566222479259493,0.5728681003895535,0
6287,0,698,early_learning_2_late_learning,-0.4835776811590629,0.6300404174596881,0
6292,0,699,baseline_2_early_learning,0.14805245817458323,0.8826834359900424,0
6293,0,699,baseline_2_late_learning,0.02840158744477108,0.9774144010399293,0
6296,0,699,early_learning_2_late_learning,-0.10637973975022329,0.9155541920243588,0
6301,0,700,baseline_2_early_learning,1.0078474402574493,0.3166440506122283,0
6302,0,700,baseline_2_late_learning,1.3253122395115027,0.18893660686401795,0
6305,0,700,early_learning_2_late_learning,0.17605454207512194,0.8607073779407456,0
6310,0,701,baseline_2_early_learning,-9.188088018469728e-05,0.9999269242508306,0
6311,0,701,baseline_2_late_learning,1.0916789753748695,0.2783348406828147,0
6314,0,701,early_learning_2_late_learning,0.9873769775211859,0.3265108987377773,0
6319,0,702,baseline_2_early_learning,1.74214926593664,0.08542406605745226,0
6320,0,702,baseline_2_late_learning,1.1837494911995,0.2401072754307865,0
6323,0,702,early_learning_2_late_learning,-0.5243406806563154,0.6015285515322571,0
6328,0,703,baseline_2_early_learning,0.4526704633870719,0.652042630773642,0
6329,0,703,baseline_2_late_learning,1.2235294451078986,0.22481317214462282,0
6332,0,703,early_learning_2_late_learning,0.7426468057678817,0.4599263011965845,0
6337,0,704,baseline_2_early_learning,-0.09291338104668667,0.9262106129338583,0
6338,0,704,baseline_2_late_learning,1.300417270377388,0.1972872376945066,0
6341,0,704,early_learning_2_late_learning,1.360255058385481,0.1776675565253214,0
6346,0,705,baseline_2_early_learning,0.8511849072512156,0.39727226789177283,0
6347,0,705,baseline_2_late_learning,0.674863869502766,0.5017578071642247,0
6350,0,705,early_learning_2_late_learning,-0.20971930138218337,0.8344335702922132,0
6355,0,706,baseline_2_early_learning,-0.018517431506927376,0.9852733576440529,0
6356,0,706,baseline_2_late_learning,0.729874473463186,0.4676532700378795,0
6359,0,706,early_learning_2_late_learning,0.7203528903971925,0.4734610072946539,0
6364,0,707,baseline_2_early_learning,1.3179037214347435,0.191393441021497,0
6365,0,707,baseline_2_late_learning,1.2068173692308597,0.23114977230184575,0
6368,0,707,early_learning_2_late_learning,-0.17289580920759415,0.8631811922910335,0
6373,0,708,baseline_2_early_learning,1.3026398921302624,0.19653067768530802,0
6374,0,708,baseline_2_late_learning,2.0921929659612437,0.03967405571394803,1
6377,0,708,early_learning_2_late_learning,0.761310700218137,0.4487671424367732,0
6382,0,709,baseline_2_early_learning,0.4075576878257632,0.684714871380559,0
6383,0,709,baseline_2_late_learning,0.467538481161243,0.6414182767061238,0
6386,0,709,early_learning_2_late_learning,0.025322667701515825,0.9798622669777974,0
6391,0,710,baseline_2_early_learning,0.32335585711846915,0.7472910911971322,0
6392,0,710,baseline_2_late_learning,0.9877397967284143,0.3263342641895727,0
6395,0,710,early_learning_2_late_learning,0.5752838229385476,0.5667552419908436,0
6400,0,711,baseline_2_early_learning,0.4366161087941594,0.6635960403977099,0
6401,0,711,baseline_2_late_learning,0.8114275758448116,0.41958940889732466,0
6404,0,711,early_learning_2_late_learning,0.3308345039139624,0.7416565876986099,0
