indic,roi,pair,tstat,pvalue,signif
ecc,18,early__late,-1.8082171324075844,0.07442707639005186,0
ecc,19,baseline__early,-1.1154667474731697,0.2680753526631724,0
ecc,19,baseline__late,-1.7229530481542852,0.08885955256617654,0
ecc,19,early__late,-0.40920551484020856,0.6835103355457616,0
ecc,20,baseline__early,0.09876520453565728,0.9215780776048118,0
ecc,20,baseline__late,-0.5848121554406233,0.5603619285293123,0
ecc,20,early__late,-0.6397971893307811,0.5241792725166156,0
ecc,21,baseline__early,0.06588901947935759,0.9476347710875914,0
ecc,21,baseline__late,-0.4596981810642475,0.6470116334406644,0
ecc,21,early__late,-0.48749324832188823,0.6272761937831723,0
ecc,22,baseline__early,0.8766828587286801,0.3833510102017976,0
ecc,22,baseline__late,-1.1079036319583346,0.2713081558322937,0
ecc,22,early__late,-1.9756417783061222,0.051732257094316614,0
ecc,23,baseline__early,-0.800139514254077,0.42606022881691197,0
ecc,23,baseline__late,-0.34094539638137,0.7340613598081962,0
ecc,23,early__late,0.5040303128298412,0.6156608202193852,0
ecc,24,baseline__early,2.3326661939072486,0.02224517250259701,1
ecc,24,baseline__late,1.4121121576509112,0.16189418957687646,0
ecc,24,early__late,-1.071045215811638,0.28745204072257635,0
ecc,25,baseline__early,0.5980318726350978,0.5515511820990793,0
ecc,25,baseline__late,-0.5402526557603474,0.5905620875326851,0
ecc,25,early__late,-1.0514373282572982,0.29630436716834463,0
ecc,26,baseline__early,-0.7754245288713668,0.4404334861063097,0
ecc,26,baseline__late,-1.409081767795724,0.16278527625588768,0
ecc,26,early__late,-0.6298322240698154,0.5306450540866762,0
ecc,27,baseline__early,-0.8608764509058922,0.3919446881968003,0
ecc,27,baseline__late,-0.7916030758593311,0.4309928766876001,0
ecc,27,early__late,0.10885356080313704,0.9135981895896126,0
ecc,28,baseline__early,-0.9797334370787372,0.33024678815095665,0
ecc,28,baseline__late,-0.4734214421424289,0.6372348662003786,0
ecc,28,early__late,0.5844965985777166,0.5605730891671512,0
ecc,29,baseline__early,-0.28055973074263757,0.7797909107372425,0
ecc,29,baseline__late,-1.6188873122367033,0.1095082399736703,0
ecc,29,early__late,-1.3144946624820237,0.19253197969278868,0
ecc,30,baseline__early,0.7948762146241529,0.4290975652806108,0
ecc,30,baseline__late,0.9705433926874151,0.3347757508986473,0
ecc,30,early__late,0.15055633749129024,0.8807143737296492,0
ecc,31,baseline__early,1.1555688687453005,0.2513850721703225,0
ecc,31,baseline__late,0.8382435442919002,0.4044553466367351,0
ecc,31,early__late,-0.37319740337658547,0.7100138544692479,0
ecc,32,baseline__early,-1.552569982786794,0.12457420250361691,0
ecc,32,baseline__late,-2.384862985902917,0.019513545551623906,1
ecc,32,early__late,-0.3226622795248643,0.7478143445521039,0
ecc,33,baseline__early,-1.9193327181296738,0.05859962020457218,0
ecc,33,baseline__late,-2.56949825215026,0.012090809199115593,1
ecc,33,early__late,-0.16594245941553804,0.8686316109051139,0
ecc,34,baseline__early,0.18908441977256493,0.8505177958822061,0
ecc,34,baseline__late,-1.2444071928479672,0.2170760658752208,0
ecc,34,early__late,-1.2459986022084784,0.21649441115545953,0
ecc,35,baseline__early,-0.43691944496910895,0.6633769778443609,0
ecc,35,baseline__late,-1.4315623254443666,0.15626397150974117,0
ecc,35,early__late,-0.7135815725275172,0.47761569106392576,0
ecc,36,baseline__early,-0.4476244841816505,0.6556649418712264,0
ecc,36,baseline__late,-0.6267818439742876,0.5326325158738783,0
ecc,36,early__late,-0.04028508747650663,0.9679687799982646,0
ecc,37,baseline__early,0.08505329057166394,0.9324369584643508,0
ecc,37,baseline__late,0.31286759461087604,0.7552162568756319,0
ecc,37,early__late,0.2152404153325539,0.8301416880623127,0
ecc,38,baseline__early,0.09925626596444173,0.9211894549884215,0
ecc,38,baseline__late,-1.5166572235737934,0.1333957984158887,0
ecc,38,early__late,-1.4162896932636047,0.16067194366011614,0
ecc,39,baseline__early,-1.0472066992322961,0.2982384956544462,0
ecc,39,baseline__late,-1.0347293948417389,0.303992747410956,0
ecc,39,early__late,0.08559872505961398,0.9320047536706848,0
ecc,40,baseline__early,0.17253663192076957,0.8634625750633131,0
ecc,40,baseline__late,0.6350960779486017,0.5272244595051447,0
ecc,40,early__late,0.36599901779430205,0.7153566121347072,0
ecc,41,baseline__early,-0.8436565897206711,0.401441259263395,0
ecc,41,baseline__late,-0.06509445570516889,0.9482653414922435,0
ecc,41,early__late,0.798830374668505,0.4268145080507779,0
ecc,42,baseline__early,-0.5099150262910735,0.6115508476818043,0
ecc,42,baseline__late,-1.360612166806665,0.1775550809603987,0
ecc,42,early__late,-0.6788983272792267,0.49921178308580894,0
ecc,43,baseline__early,-0.9560343684335534,0.34200862298733825,0
ecc,43,baseline__late,-0.5783227045299965,0.5647123478429158,0
ecc,43,early__late,0.35763263562257214,0.7215841662924383,0
ecc,44,baseline__early,-1.1327939154964302,0.260770956276176,0
ecc,44,baseline__late,-1.3115782017353235,0.1935100241406189,0
ecc,44,early__late,0.0025511931530490784,0.9979709582015315,0
ecc,45,baseline__early,-0.1641660082956916,0.8700251232453634,0
ecc,45,baseline__late,-0.9495997166037099,0.34524873024638647,0
ecc,45,early__late,-0.6939584501630236,0.48976990845928015,0
ecc,46,baseline__early,0.18544297534523171,0.8533629830202839,0
ecc,46,baseline__late,-1.044741139457981,0.2993696382250256,0
ecc,46,early__late,-1.1244634116509058,0.26426504379931837,0
ecc,47,baseline__early,0.2857108230306614,0.7758569940525892,0
ecc,47,baseline__late,0.13817583831894695,0.8904575473067629,0
ecc,47,early__late,-0.1850712707645405,0.8536535187964822,0
ecc,48,baseline__early,-1.2582251726047047,0.212063742571913,0
ecc,48,baseline__late,-1.8102098244892455,0.0741146171971486,0
ecc,48,early__late,-0.2735338623587586,0.7851658654151606,0
ecc,49,baseline__early,0.7131413323176289,0.4778865117061529,0
ecc,49,baseline__late,0.6965227267309893,0.48817206163534665,0
ecc,49,early__late,-0.07158111641867504,0.9431184917942929,0
ecc,50,baseline__early,-0.4035825959439396,0.6876239623462428,0
ecc,50,baseline__late,-1.323739700603305,0.1894561053296844,0
ecc,50,early__late,-0.8086035084028084,0.42120274296996507,0
ecc,51,baseline__early,-0.21204644089969032,0.8326239287579625,0
ecc,51,baseline__late,0.3921498056775098,0.6960169983991592,0
ecc,51,early__late,0.5710366933878139,0.569616420549482,0
ecc,52,baseline__early,0.1845705791391681,0.854044906807353,0
ecc,52,baseline__late,-1.146458028473709,0.2551105505437335,0
ecc,52,early__late,-1.1991572664704675,0.23409704382256952,0
ecc,53,baseline__early,0.0013808085733102687,0.998901799934659,0
ecc,53,baseline__late,0.052053574449132466,0.9586190853398575,0
ecc,53,early__late,0.050826137677467915,0.9595939970599907,0
ecc,54,baseline__early,0.5358435049136349,0.5935914522413215,0
ecc,54,baseline__late,0.3746420628058322,0.708943343281601,0
ecc,54,early__late,-0.1948778794698123,0.8459952655086687,0
ecc,55,baseline__early,0.4142007047948501,0.6798639549790492,0
ecc,55,baseline__late,-0.4362504952902249,0.6638601171949224,0
ecc,55,early__late,-0.8178276070394033,0.41594693004879013,0
ecc,56,baseline__early,0.9804870615854835,0.32987719485889877,0
ecc,56,baseline__late,0.148131170863153,0.8826215246501459,0
ecc,56,early__late,-0.8879425551669885,0.3773016142559784,0
ecc,57,baseline__early,-0.8006505852847803,0.42576598330835314,0
ecc,57,baseline__late,-0.5959764507975851,0.5529165228397148,0
ecc,57,early__late,0.2889526460385548,0.7733841914842212,0
ecc,58,baseline__early,-0.721708018162597,0.47263198002574425,0
ecc,58,baseline__late,-0.6464312929880529,0.5198976576529455,0
ecc,58,early__late,0.1615344784136109,0.8720901452545555,0
ecc,59,baseline__early,-0.20339672135070117,0.8393546534146841,0
ecc,59,baseline__late,-0.36625629710939084,0.715165408277974,0
ecc,59,early__late,-0.1275165557496476,0.8988597495408789,0
ecc,60,baseline__early,0.08464564760597298,0.9327599898891906,0
ecc,60,baseline__late,-1.0803613800817042,0.28331047884454386,0
ecc,60,early__late,-1.0591904029409458,0.2927821202248653,0
ecc,61,baseline__early,-0.6324968278540329,0.5289120883326869,0
ecc,61,baseline__late,-0.5182294720341909,0.6057651267721844,0
ecc,61,early__late,0.12529501805888044,0.9006123702278857,0
ecc,62,baseline__early,-0.1460991941235512,0.8842200057482876,0
ecc,62,baseline__late,-0.06025069943989837,0.952110074162906,0
ecc,62,early__late,0.09220067716288005,0.9267749950486615,0
ecc,63,baseline__early,-1.0874107108464683,0.28020416342256604,0
ecc,63,baseline__late,-1.049179807886694,0.29733537700103796,0
ecc,63,early__late,0.15186636298801773,0.8796844622800226,0
ecc,64,baseline__early,-0.9053811569425932,0.36805167808220407,0
ecc,64,baseline__late,-0.9685279519539495,0.3357744134627446,0
ecc,64,early__late,0.05571503730024696,0.9557112892045979,0
ecc,65,baseline__early,0.6876663306539066,0.49370276904002974,0
ecc,65,baseline__late,1.1161676802881142,0.2677771152843593,0
ecc,65,early__late,0.31035379312215,0.7571196859551587,0
ecc,66,baseline__early,1.2915360501532573,0.20033201770949338,0
ecc,66,baseline__late,-0.19678093526957438,0.8445108089725505,0
ecc,66,early__late,-1.4593314756746998,0.14848957663843027,0
ecc,67,baseline__early,0.054209670617451904,0.9569067243507509,0
ecc,67,baseline__late,0.2475222147880395,0.8051545017928592,0
ecc,67,early__late,0.14067628574109511,0.888488342453754,0
ecc,68,baseline__early,0.5651556922920248,0.5735898572229345,0
ecc,68,baseline__late,0.752285950814945,0.4541433830013938,0
ecc,68,early__late,0.10987541649608959,0.91279038303134,0
ecc,69,baseline__early,-0.598111108367784,0.5514985825577077,0
ecc,69,baseline__late,0.40492981817769197,0.6866374940943603,0
ecc,69,early__late,0.9918214533349033,0.3243515167177523,0
ecc,70,baseline__early,0.5705329997870586,0.5699562110496015,0
ecc,70,baseline__late,0.40738526966565874,0.6848409536769984,0
ecc,70,early__late,-0.2040164990507922,0.8388719724770286,0
ecc,71,baseline__early,-0.1997359031049318,0.8422069377026342,0
ecc,71,baseline__late,-0.8539924364145687,0.3957243671764141,0
ecc,71,early__late,-0.4993339729377649,0.6189496628534994,0
ecc,72,baseline__early,-0.10339092022658633,0.9179180881143418,0
ecc,72,baseline__late,0.05561686653677839,0.9557892450726081,0
ecc,72,early__late,0.15024885863814091,0.8809561362930818,0
ecc,73,baseline__early,-0.4384345591442515,0.6622832359792281,0
ecc,73,baseline__late,-2.401525752650523,0.01870670556313501,1
ecc,73,early__late,-1.5020326358991036,0.13712644339538732,0
ecc,74,baseline__early,1.4489654664174505,0.15135572707021885,0
ecc,74,baseline__late,0.6180156287378242,0.5383654018173294,0
ecc,74,early__late,-0.9298430120898793,0.3553212274208436,0
ecc,75,baseline__early,0.015033012532109997,0.9880442291550866,0
ecc,75,baseline__late,-0.9526983015003305,0.3436859848607656,0
ecc,75,early__late,-0.8321984008676204,0.4078376602231939,0
ecc,76,baseline__early,0.389102605133108,0.6982604813056158,0
ecc,76,baseline__late,-0.6808479060698771,0.4979839744485822,0
ecc,76,early__late,-0.9689178855780313,0.33558104672589706,0
ecc,77,baseline__early,0.8847626013368396,0.37900397156087673,0
ecc,77,baseline__late,-0.9710097872944174,0.3345449279251449,0
ecc,77,early__late,-1.812799390251192,0.07371020030454502,0
ecc,78,baseline__early,0.08472408366092118,0.9326978333676172,0
ecc,78,baseline__late,-1.3709304224110654,0.17432851773408808,0
ecc,78,early__late,-1.488715877709398,0.14059437438462688,0
ecc,79,baseline__early,-1.7914445738127147,0.07710077368201602,0
ecc,79,baseline__late,-1.645751314057811,0.10383896387806468,0
ecc,79,early__late,0.08883161630405138,0.9294434196780352,0
ecc,80,baseline__early,-1.666594738411104,0.09960600574838563,0
ecc,80,baseline__late,-1.018647356006755,0.31151962839029157,0
ecc,80,early__late,0.7851678079933923,0.434733618060661,0
ecc,81,baseline__early,-2.2629147063971318,0.026422111125082096,1
ecc,81,baseline__late,-0.9041441329260652,0.36870305108155543,0
ecc,81,early__late,1.4699286927544533,0.14560335450448136,0
ecc,82,baseline__early,-0.48219531282001304,0.6310175758630268,0
ecc,82,baseline__late,0.10739167101420762,0.914754013864142,0
ecc,82,early__late,0.5058862023430556,0.6143633034307387,0
ecc,83,baseline__early,0.2609533532760027,0.7948162262453218,0
ecc,83,baseline__late,-1.035478786943088,0.3036450368754196,0
ecc,83,early__late,-1.246673255346789,0.2162481731300238,0
ecc,84,baseline__early,-0.016892244477324417,0.9865657146145023,0
ecc,84,baseline__late,-1.2772907259423365,0.20528859880867395,0
ecc,84,early__late,-1.2518869148707623,0.21435219549817452,0
ecc,85,baseline__early,0.8407548346853393,0.4030552996068435,0
ecc,85,baseline__late,0.46981620131955276,0.6397971887617495,0
ecc,85,early__late,-0.32792786728008505,0.7438448256640664,0
ecc,86,baseline__early,-1.5039575707244928,0.1366307657027986,0
ecc,86,baseline__late,-0.6368124838597374,0.5261115767397602,0
ecc,86,early__late,0.7414012297109726,0.46067662675304777,0
ecc,87,baseline__early,-2.757208850446774,0.007257212698391014,1
ecc,87,baseline__late,-0.2925370739600455,0.7706527840604256,0
ecc,87,early__late,2.4506910787096534,0.016496657943883785,1
ecc,88,baseline__early,0.6975136495338652,0.4875553683622569,0
ecc,88,baseline__late,1.1433431392380735,0.2563931797336551,0
ecc,88,early__late,0.3805057951248435,0.7046042748051452,0
ecc,89,baseline__early,0.6537706856136632,0.5151823632907672,0
ecc,89,baseline__late,0.3375402920662141,0.7366163314439163,0
ecc,89,early__late,-0.2399460215634195,0.8110015659198238,0
ecc,90,baseline__early,-0.5430743223779282,0.5886272383208508,0
ecc,90,baseline__late,-0.7997421042375271,0.42628911836534245,0
ecc,90,early__late,-0.2604031679446649,0.7952390103207865,0
ecc,91,baseline__early,0.2225217754809402,0.8244893739835147,0
ecc,91,baseline__late,-0.4056874353041501,0.686082987539186,0
ecc,91,early__late,-0.6173732767209665,0.5387867215794706,0
ecc,92,baseline__early,-0.5076797672606412,0.6131105278681035,0
ecc,92,baseline__late,-0.4759897282913783,0.6354122197976168,0
ecc,92,early__late,-0.016395347307472812,0.9869608570973922,0
ecc,93,baseline__early,-1.8229936195265097,0.0721359810658772,0
ecc,93,baseline__late,-1.3379742965115067,0.184792570134779,0
ecc,93,early__late,0.5942957854991012,0.554034180737683,0
ecc,94,baseline__early,0.971106811822719,0.3344969227367369,0
ecc,94,baseline__late,-0.9074167867510677,0.366981378397905,0
ecc,94,early__late,-1.7839077627169513,0.07832793560615171,0
ecc,95,baseline__early,0.2696871265654229,0.7881131568769901,0
ecc,95,baseline__late,-0.020790931011962478,0.9834655261700673,0
ecc,95,early__late,-0.3057082441394964,0.7606412026009587,0
ecc,96,baseline__early,-0.3119109422209046,0.7559404480945601,0
ecc,96,baseline__late,-1.7605432573990976,0.08223556919660481,0
ecc,96,early__late,-1.1888722748953102,0.23809680838520877,0
ecc,97,baseline__early,0.09858248185333245,0.9217226879487904,0
ecc,97,baseline__late,0.4195378103890786,0.6759764015097647,0
ecc,97,early__late,0.3155615302099109,0.7531781123735201,0
ecc,98,baseline__early,-0.2498792568826304,0.8033376580874534,0
ecc,98,baseline__late,-1.3297036886946698,0.18749153308579525,0
ecc,98,early__late,-0.9322186756818599,0.3541001472581202,0
ecc,99,baseline__early,-0.8444432745112282,0.40100436467996214,0
ecc,99,baseline__late,-2.0536466580008708,0.04336114471416554,1
ecc,99,early__late,-0.8169704604864116,0.4164336553460174,0
ecc,100,baseline__early,-1.000035839031664,0.32038549945781386,0
ecc,100,baseline__late,-0.1559177344517152,0.8765006891422398,0
ecc,100,early__late,0.8046065427418697,0.4234924616667599,0
ecc,101,baseline__early,-0.973539875360705,0.3332945867121234,0
ecc,101,baseline__late,0.07224350693465832,0.9425930496328092,0
ecc,101,early__late,1.016414615016476,0.3125744391541961,0
ecc,102,baseline__early,1.078513021198811,0.28412888557854654,0
ecc,102,baseline__late,0.642252667993137,0.5225923750265495,0
ecc,102,early__late,-0.32871787999981394,0.7432498613889341,0
ecc,103,baseline__early,-0.800699221508957,0.42573798764962456,0
ecc,103,baseline__late,-0.3831792781499678,0.7026291770341768,0
ecc,103,early__late,0.4871437754138394,0.6275226909205787,0
ecc,104,baseline__early,0.6989231283205759,0.48667892891070763,0
ecc,104,baseline__late,-0.5257344372679915,0.6005642458596918,0
ecc,104,early__late,-1.3051175608231351,0.19568985757954965,0
ecc,105,baseline__early,0.7148364338742695,0.47684421330434357,0
ecc,105,baseline__late,0.9140121787910118,0.36352723377676666,0
ecc,105,early__late,0.16162428097997397,0.8720196603853152,0
ecc,106,baseline__early,-0.6010913235548457,0.5495220348246193,0
ecc,106,baseline__late,-1.45485909727102,0.1497209430078136,0
ecc,106,early__late,-0.9638122755621467,0.3381186882038798,0
ecc,107,baseline__early,0.5588812266080817,0.5778438443095071,0
ecc,107,baseline__late,1.4454346432418246,0.15234173113620378,0
ecc,107,early__late,0.8469220893533881,0.3996296305972088,0
ecc,108,baseline__early,0.7928972717630807,0.43024288144743394,0
ecc,108,baseline__late,0.5137656625222609,0.6088682269192859,0
ecc,108,early__late,-0.23001453426727578,0.8186826293918934,0
ecc,109,baseline__early,-1.0206706064292006,0.3105658555929663,0
ecc,109,baseline__late,-0.8906672007248008,0.3758468302301645,0
ecc,109,early__late,0.1454548078193403,0.8847270213431011,0
ecc,110,baseline__early,-1.4606570964943344,0.1481261161633835,0
ecc,110,baseline__late,-1.1984010491885346,0.23438946858742823,0
ecc,110,early__late,0.3138276862413057,0.7544896825417238,0
ecc,111,baseline__early,-0.571453162270289,0.5693355460695824,0
ecc,111,baseline__late,0.02223145627519665,0.9823200997334928,0
ecc,111,early__late,0.6358563204353336,0.5267313827006361,0
ecc,112,baseline__early,-1.0201793088578792,0.3107972755198217,0
ecc,112,baseline__late,-0.37975692750191375,0.7051578830555875,0
ecc,112,early__late,0.6855358860989567,0.49503828839542796,0
ecc,113,baseline__early,0.06434254917697915,0.9488620892854511,0
ecc,113,baseline__late,0.34894210952404475,0.7280729737949819,0
ecc,113,early__late,0.273125698247168,0.785478444511686,0
ecc,114,baseline__early,-2.2724332478301474,0.02581414149025821,1
ecc,114,baseline__late,-1.2022030396206689,0.23292192936381612,0
ecc,114,early__late,1.1285687949686494,0.26253901947559516,0
ecc,115,baseline__early,-0.04192195589965193,0.9666680406375641,0
ecc,115,baseline__late,-0.2794077374321473,0.7806714852709136,0
ecc,115,early__late,-0.20954137160524916,0.8345719698289877,0
ecc,116,baseline__early,-0.6727442636091483,0.5030982284189638,0
ecc,116,baseline__late,-0.35791860058400643,0.7213709933453244,0
ecc,116,early__late,0.3651197441224761,0.7160102047342009,0
ecc,117,baseline__early,-1.630562894863758,0.10701433978260355,0
ecc,117,baseline__late,-1.3394804495160597,0.18430423424478923,0
ecc,117,early__late,0.3733112337291739,0.7099294835079206,0
ecc,118,baseline__early,0.34091097068463405,0.7340871756831973,0
ecc,118,baseline__late,-0.27312017343527645,0.7854826757496363,0
ecc,118,early__late,-0.569586970415037,0.5705946663981472,0
ecc,119,baseline__early,-0.5265221939236937,0.6000195317766974,0
ecc,119,baseline__late,-0.3178453198377948,0.7514516425912146,0
ecc,119,early__late,0.2402213008781469,0.8107889236891009,0
ecc,120,baseline__early,0.668516227910536,0.5057777529748775,0
ecc,120,baseline__late,0.8432883244230804,0.4016458797391812,0
ecc,120,early__late,0.14536207038000604,0.8847999929181063,0
ecc,121,baseline__early,0.12316906447357515,0.9022900452286777,0
ecc,121,baseline__late,-0.870110572826704,0.38690987232286467,0
ecc,121,early__late,-0.957001296700236,0.3415234545443575,0
ecc,122,baseline__early,-0.07755765815280208,0.9383785333791108,0
ecc,122,baseline__late,-0.21442872562500392,0.8307723410820014,0
ecc,122,early__late,-0.12301625077971295,0.9024106538556186,0
ecc,123,baseline__early,-1.6503640813525458,0.1028898426938913,0
ecc,123,baseline__late,-1.60023519055706,0.11358928225887086,0
ecc,123,early__late,0.1163631939804102,0.9076637844657415,0
ecc,124,baseline__early,1.1425285454279304,0.25672935971042243,0
ecc,124,baseline__late,0.45035362207231666,0.6537047683756076,0
ecc,124,early__late,-0.6907075016643012,0.49179975033677104,0
ecc,125,baseline__early,-0.5984226606069268,0.5512917872979939,0
ecc,125,baseline__late,-0.0720853540949242,0.9427185022787546,0
ecc,125,early__late,0.5347567431919126,0.594339238490248,0
ecc,126,baseline__early,0.244870127118885,0.8072000535464576,0
ecc,126,baseline__late,-0.06827655289398103,0.9457402135435427,0
ecc,126,early__late,-0.3585236895143744,0.7209200017719121,0
ecc,127,baseline__early,-1.0426570259713532,0.3003280545882159,0
ecc,127,baseline__late,-0.5093685331193591,0.6119320047659705,0
ecc,127,early__late,0.46639358803235853,0.6422337737231376,0
ecc,128,baseline__early,-0.04962327568195139,0.9605494496348057,0
ecc,128,baseline__late,0.21994542591979227,0.826488277351316,0
ecc,128,early__late,0.26431433592462655,0.7922348529015625,0
ecc,129,baseline__early,-0.20339918535095836,0.8393527343368992,0
ecc,129,baseline__late,-1.1423860143145887,0.25678821384660416,0
ecc,129,early__late,-0.9296433664385125,0.35542396759054606,0
ecc,130,baseline__early,0.2525364147842215,0.8012907792131577,0
ecc,130,baseline__late,-0.6635002235085645,0.5089665576840671,0
ecc,130,early__late,-0.9568957111039245,0.34157641159980434,0
ecc,131,baseline__early,-0.5481275406060315,0.5851696659672797,0
ecc,131,baseline__late,-0.049082392639527815,0.9609791006200982,0
ecc,131,early__late,0.40734544232562714,0.6848700790424928,0
ecc,132,baseline__early,-0.5744987561243312,0.567283591184911,0
ecc,132,baseline__late,-1.3480225826160819,0.18155304976663658,0
ecc,132,early__late,-0.5468455826926287,0.5860459112818318,0
ecc,133,baseline__early,-2.062656453932233,0.04247386861900471,1
ecc,133,baseline__late,-1.8254239313151546,0.07176485722119609,0
ecc,133,early__late,0.1444737284277153,0.885499045898759,0
ecc,134,baseline__early,1.3276453945385438,0.18816780751877074,0
ecc,134,baseline__late,-0.23975419780474266,0.8111497504856391,0
ecc,134,early__late,-1.4491883897264084,0.1512936410619852,0
ecc,135,baseline__early,-1.0822057193333208,0.28249547578903805,0
ecc,135,baseline__late,-0.3849108100701699,0.7013510576111737,0
ecc,135,early__late,0.5775307553114247,0.5652443892350103,0
ecc,136,baseline__early,0.12466923435432359,0.9011061545251526,0
ecc,136,baseline__late,-1.4305178611541816,0.15656241423855935,0
ecc,136,early__late,-1.3081473935085688,0.19466531191892514,0
ecc,137,baseline__early,-0.04167586451700474,0.9668635917483108,0
ecc,137,baseline__late,-0.6744919397229375,0.5019928730072432,0
ecc,137,early__late,-0.5914404690090858,0.5559355731656901,0
ecc,138,baseline__early,-0.5857218440495937,0.559753413733264,0
ecc,138,baseline__late,-0.7637297849577594,0.4473323229150199,0
ecc,138,early__late,-0.18866890444066106,0.8508423529436064,0
ecc,139,baseline__early,-1.2952506228467209,0.19905430997148033,0
ecc,139,baseline__late,-0.27097529103429224,0.7871258444576564,0
ecc,139,early__late,1.0788839718697305,0.28396450727004335,0
ecc,140,baseline__early,-0.5686015122335017,0.5712601005076214,0
ecc,140,baseline__late,-1.5331926861417884,0.12927464074359118,0
ecc,140,early__late,-0.7963387556921798,0.4282522795965855,0
ecc,141,baseline__early,-1.308084160980736,0.19468665309712818,0
ecc,141,baseline__late,-1.1603737080740975,0.24943599893558474,0
ecc,141,early__late,0.2461878095037716,0.8061835578930707,0
ecc,142,baseline__early,-2.3675505617698898,0.020384524462458864,1
ecc,142,baseline__late,-1.9065819176758347,0.06025761965521699,0
ecc,142,early__late,0.46750655250623085,0.6414410132275189,0
ecc,143,baseline__early,-1.652335366715481,0.10248638240746731,0
ecc,143,baseline__late,-1.9484295626406434,0.05496026331000963,0
ecc,143,early__late,-0.18128281109038574,0.8566158430813786,0
ecc,144,baseline__early,-1.1082297210534802,0.27116821205211133,0
ecc,144,baseline__late,-0.14105398422661755,0.8881909500750682,0
ecc,144,early__late,0.8480481029062203,0.3990061065884287,0
ecc,145,baseline__early,-0.5877184404974073,0.5584189839458467,0
ecc,145,baseline__late,-1.0452283667411446,0.29914587846026647,0
ecc,145,early__late,-0.4290397278590423,0.6690769997121015,0
ecc,146,baseline__early,-1.9477457257424722,0.05504353954115991,0
